EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome2,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM637,35,26-35,Yes,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,Research Scientist,2,Divorced," 2,022","? 2,022",Upto 5k,1,Yes,19,3,10,3,2,10,2,7,8
RM726,35,26-35,Yes,Travel_Rarely,Research & Development,4,Other,3,Male,2,Laboratory Technician,2,Divorced," 3,743","? 3,743",Upto 5k,1,Yes,24,4,5,2,1,4,2,0,2
RM792,35,26-35,Yes,Travel_Rarely,Sales,3,Technical Degree,4,Male,3,Sales Executive,1,Single," 9,582","? 9,582",5k-10k,0,Yes,22,4,9,2,3,8,7,4,7
RM982,35,26-35,Yes,Travel_Frequently,Sales,4,Marketing,4,Female,3,Sales Executive,3,Married," 4,614","? 4,614",Upto 5k,0,Yes,18,3,5,0,2,4,2,3,2
RM011,35,26-35,No,Travel_Rarely,Research & Development,3,Medical,1,Male,4,Laboratory Technician,2,Married," 2,426","? 2,426",Upto 5k,0,No,13,3,6,5,3,5,4,0,3
RM038,35,26-35,No,Travel_Rarely,Sales,3,Marketing,4,Female,3,Sales Representative,4,Married," 2,014","? 2,014",Upto 5k,1,No,13,3,2,3,3,2,2,2,2
RM041,35,26-35,No,Travel_Rarely,Research & Development,2,Other,3,Male,3,Laboratory Technician,4,Divorced," 1,951","? 1,951",Upto 5k,1,No,12,3,1,3,3,1,0,0,0
RM050,35,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,4,Laboratory Technician,4,Married," 2,269","? 2,269",Upto 5k,1,No,19,3,1,2,3,1,0,0,1
RM054,35,26-35,No,Non-Travel,Research & Development,2,Medical,3,Male,2,Healthcare Representative,1,Married," 9,884","? 9,884",5k-10k,2,Yes,13,3,10,3,3,4,0,2,3
RM057,35,26-35,No,Travel_Frequently,Sales,5,Life Sciences,2,Male,3,Sales Executive,1,Married," 9,069","? 9,069",5k-10k,1,No,22,4,9,3,2,9,8,1,8
RM058,35,26-35,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,Laboratory Technician,1,Married," 4,014","? 4,014",Upto 5k,3,Yes,15,3,4,3,3,2,2,2,2
RM069,35,26-35,No,Travel_Frequently,Research & Development,3,Medical,2,Male,3,Research Scientist,1,Married," 2,194","? 2,194",Upto 5k,4,No,13,3,5,2,2,3,2,1,2
RM077,35,26-35,No,Travel_Rarely,Sales,4,Marketing,3,Male,2,Sales Executive,1,Single," 4,312","? 4,312",Upto 5k,0,No,14,3,16,2,3,15,13,2,
RM082,35,26-35,No,Travel_Rarely,Research & Development,3,Medical,2,Male,2,Research Scientist,3,Single," 2,859","? 2,859",Upto 5k,1,No,18,3,6,3,3,6,4,0,4
RM1003,35,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,3,Male,3,Manufacturing Director,4,Single," 9,362","? 9,362",5k-10k,2,No,11,3,10,2,3,2,2,2,2
RM1060,35,26-35,No,Travel_Rarely,Sales,1,Life Sciences,4,Male,3,Sales Representative,3,Married," 2,404","? 2,404",Upto 5k,1,No,13,3,1,3,3,1,0,0,0
RM1082,35,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,Healthcare Representative,2,Single," 8,606","? 8,606",5k-10k,1,No,19,3,11,3,1,11,8,3,3
RM1101,35,26-35,No,Travel_Rarely,Sales,4,Life Sciences,2,Female,2,Sales Representative,3,Married," 2,430","? 2,430",Upto 5k,0,No,23,4,6,5,3,5,3,4,2
RM1109,35,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Male,2,Laboratory Technician,1,Single," 2,450","? 2,450",Upto 5k,1,No,19,3,3,3,3,3,0,1,2
RM1124,35,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,3,Healthcare Representative,3,Single," 6,142","? 6,142",5k-10k,3,Yes,16,3,10,4,3,5,2,0,4
RM1131,35,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,4,Laboratory Technician,3,Married," 3,407","? 3,407",Upto 5k,1,No,17,3,10,3,2,10,9,6,8
RM1135,35,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,Laboratory Technician,4,Married," 2,690","? 2,690",Upto 5k,1,No,18,3,1,5,2,1,0,0,1
RM1151,35,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Male,4,Research Scientist,1,Married," 5,208","? 5,208",5k-10k,1,No,11,3,16,2,3,16,15,1,10
RM1158,35,26-35,No,Non-Travel,Research & Development,4,Life Sciences,3,Female,3,Healthcare Representative,3,Married," 4,148","? 4,148",Upto 5k,1,No,12,3,15,5,3,14,11,2,9
RM1216,35,26-35,No,Travel_Frequently,Research & Development,4,Medical,1,Male,2,Research Scientist,4,Single," 4,930","? 4,930",Upto 5k,0,Yes,14,3,6,2,4,5,4,1,4
RM1233,35,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married," 6,883","? 6,883",5k-10k,2,No,16,3,17,3,3,7,7,0,7
RM1289,35,26-35,No,Non-Travel,Research & Development,2,Medical,2,Male,3,Manufacturing Director,4,Divorced," 5,762","? 5,762",5k-10k,2,No,14,3,15,6,3,7,7,1,7
RM1303,35,26-35,No,Travel_Rarely,Research & Development,4,Medical,2,Male,1,Laboratory Technician,3,Married," 2,705","? 2,705",Upto 5k,0,No,16,3,6,2,4,5,4,0,3
RM1346,35,26-35,No,Travel_Rarely,Research & Development,2,Other,4,Female,2,Manufacturing Director,2,Married," 4,788","? 4,788",Upto 5k,0,Yes,11,3,4,2,3,3,2,0,2
RM1381,35,26-35,No,Travel_Rarely,Sales,4,Medical,2,Male,3,Sales Executive,1,Married," 5,561","? 5,561",5k-10k,0,No,16,3,6,2,1,5,3,0,4
RM1393,35,26-35,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,Sales Executive,4,Married," 5,204","? 5,204",5k-10k,1,Yes,11,3,10,2,3,10,8,0,9
RM1423,35,26-35,No,TravelRarely,Research & Development,4,Medical,4,Male,3,Laboratory Technician,3,Married," 2,660","? 2,660",Upto 5k,7,Yes,11,3,5,3,3,2,2,2,2
RM1425,35,26-35,No,Travel_Rarely,Research & Development,4,Medical,2,Male,3,Research Scientist,3,Single," 5,098","? 5,098",5k-10k,1,No,19,3,10,5,3,10,7,0,8
RM1451,35,26-35,No,Travel_Rarely,Human Resources,4,Life Sciences,3,Female,3,Human Resources,4,Single," 8,837","? 8,837",5k-10k,1,Yes,16,3,9,2,3,9,0,1,7
RM1457,35,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,3,Healthcare Representative,3,Married," 5,689","? 5,689",5k-10k,1,Yes,14,3,10,2,4,10,2,0,2
RM1459,35,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,1,Research Scientist,4,Married," 2,977","? 2,977",Upto 5k,1,No,12,3,4,5,3,4,3,1,1
RM152,35,26-35,No,Travel_Rarely,Sales,5,Marketing,3,Male,3,Sales Executive,2,Married," 7,295","? 7,295",5k-10k,1,No,13,3,10,3,3,10,8,0,6
RM197,35,26-35,No,Travel_Frequently,Research & Development,3,Medical,2,Female,3,Laboratory Technician,2,Single," 4,425","? 4,425",Upto 5k,5,No,11,3,10,5,3,6,2,1,2
RM229,35,26-35,No,Travel_Frequently,Sales,3,Marketing,3,Female,3,Sales Executive,3,Single," 8,789","? 8,789",5k-10k,1,No,14,3,10,3,4,10,7,0,8
RM277,35,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,4,Manager,2,Divorced," 11,996","? 11,996",10k-15k,7,No,18,3,10,6,2,7,7,6,2
RM298,35,26-35,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,Sales Executive,2,Married," 8,020","? 8,020",5k-10k,0,No,15,3,12,3,2,11,9,6,9
RM345,35,26-35,No,Travel_Rarely,Research & Development,4,Technical Degree,3,Male,3,Manufacturing Director,2,Single," 8,095","? 8,095",5k-10k,0,No,13,3,17,5,3,16,6,0,13
RM373,35,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,Healthcare Representative,2,Single," 6,540","? 6,540",5k-10k,9,No,19,3,10,5,3,1,1,0,0
RM431,35,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,1,Laboratory Technician,3,Single," 4,230","? 4,230",Upto 5k,0,No,15,3,6,2,3,5,4,4,3
RM439,35,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,Healthcare Representative,3,Married," 7,632","? 7,632",5k-10k,4,Yes,12,3,10,2,3,8,7,0,0
RM448,35,26-35,No,Travel_Rarely,Sales,3,Marketing,2,Male,3,Sales Executive,3,Married," 4,717","? 4,717",Upto 5k,9,No,11,3,15,2,3,11,9,6,9
RM462,35,26-35,No,Travel_Rarely,Sales,3,Medical,1,Female,3,Sales Executive,3,Single," 4,859","? 4,859",Upto 5k,1,No,16,3,5,3,3,5,4,0,3
RM484,35,26-35,No,Travel_Rarely,Research & Development,2,Other,1,Male,2,Laboratory Technician,4,Single," 3,681","? 3,681",Upto 5k,4,No,14,3,9,3,3,3,2,0,2
RM509,35,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,1,Research Scientist,4,Single," 6,646","? 6,646",5k-10k,1,No,13,3,17,3,3,17,11,11,8
RM516,35,26-35,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,Laboratory Technician,3,Married," 1,281","? 1,281",Upto 5k,1,No,18,3,1,3,3,1,0,0,0
RM558,35,26-35,No,Non-Travel,Research & Development,4,Life Sciences,4,Female,3,Healthcare Representative,1,Divorced," 5,093","? 5,093",5k-10k,2,No,11,3,16,2,4,1,0,0,0
RM581,35,26-35,No,Travel_Rarely,Sales,4,Life Sciences,1,Female,3,Sales Representative,4,Married," 2,572","? 2,572",Upto 5k,1,No,16,3,3,1,2,3,2,0,2
RM597,35,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,4,Research Scientist,3,Single," 2,506","? 2,506",Upto 5k,3,No,13,3,7,0,3,2,2,2,2
RM612,35,26-35,No,Travel_Rarely,Research & Development,3,Other,3,Male,3,Manufacturing Director,3,Single," 10,221","? 10,221",10k-15k,3,No,21,4,17,3,4,8,5,1,6
RM621,35,26-35,No,Travel_Rarely,Research & Development,1,Medical,3,Female,2,Research Scientist,1,Single," 2,559","? 2,559",Upto 5k,1,No,11,3,6,3,2,6,5,1,1
RM636,35,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,Manufacturing Director,3,Married," 10,685","? 10,685",10k-15k,1,Yes,20,4,17,2,3,17,14,5,15
RM648,35,26-35,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,2,Manufacturing Director,2,Married," 10,903","? 10,903",10k-15k,3,No,16,3,16,2,3,13,10,4,8
RM677,35,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,Healthcare Representative,4,Married," 4,014","? 4,014",Upto 5k,1,Yes,25,4,10,2,1,10,6,0,7
RM699,35,26-35,No,Travel_Rarely,Sales,3,Medical,3,Female,3,Sales Executive,3,Married," 4,601","? 4,601",Upto 5k,1,No,16,3,5,3,3,5,2,1,0
RM705,35,26-35,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,3,Sales Executive,4,Divorced," 7,823","? 7,823",5k-10k,6,No,13,3,12,2,3,10,9,0,8
RM730,35,26-35,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,Healthcare Representative,3,Divorced," 10,388","? 10,388",10k-15k,1,Yes,11,3,16,3,2,16,10,10,1
RM741,35,26-35,No,Travel_Rarely,Research & Development,3,Other,2,Male,3,Laboratory Technician,4,Divorced," 3,917","? 3,917",Upto 5k,1,No,20,4,3,4,2,3,2,1,2
RM821,35,26-35,No,Travel_Frequently,Sales,2,Marketing,4,Male,3,Sales Executive,4,Divorced," 4,968","? 4,968",Upto 5k,1,No,11,3,5,3,3,5,2,0,2
RM836,35,26-35,No,Travel_Rarely,Human Resources,4,Technical Degree,3,Male,3,Human Resources,3,Single," 4,323","? 4,323",Upto 5k,1,No,17,3,6,2,1,5,4,1,4
RM841,35,26-35,No,Travel_Rarely,Research & Development,4,Medical,4,Male,2,Laboratory Technician,3,Married," 2,258","? 2,258",Upto 5k,6,No,12,3,10,2,3,8,0,1,7
RM847,35,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,2,Manufacturing Director,2,Divorced," 10,274","? 10,274",10k-15k,2,No,18,3,15,2,4,7,7,6,4
RM849,35,26-35,No,Travel_Frequently,Research & Development,4,Other,4,Male,2,Laboratory Technician,4,Married," 2,376","? 2,376",Upto 5k,1,No,13,3,2,2,4,2,2,2,2
RM871,35,26-35,No,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,Sales Executive,1,Married," 8,966","? 8,966",5k-10k,3,Yes,15,3,15,2,3,7,7,1,7
RM889,35,26-35,No,Non-Travel,Sales,2,Marketing,3,Female,2,Sales Executive,4,Married," 10,377","? 10,377",10k-15k,4,Yes,11,3,16,6,2,13,2,4,12
RM925,35,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,Research Scientist,3,Married," 3,506","? 3,506",Upto 5k,0,Yes,14,3,4,3,3,3,2,2,2
RM962,35,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,3,Research Scientist,3,Single," 4,249","? 4,249",Upto 5k,1,Yes,11,3,9,3,3,9,6,1,1
RM974,35,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Female,2,Laboratory Technician,4,Married," 5,363","? 5,363",5k-10k,0,No,12,3,10,0,3,9,7,0,0
RM025,34,26-35,Yes,Travel_Rarely,Research & Development,1,Medical,2,Male,3,Research Scientist,1,Single," 2,960","? 2,960",Upto 5k,2,No,11,3,8,2,3,4,2,1,
RM1040,34,26-35,Yes,Travel_Rarely,Human Resources,4,Technical Degree,1,Female,3,Human Resources,3,Married," 2,742","? 2,742",Upto 5k,1,No,15,3,2,0,3,2,2,2,2
RM1059,34,26-35,Yes,Travel_Rarely,Sales,4,Medical,1,Female,2,Sales Executive,2,Single," 4,599","? 4,599",Upto 5k,0,Yes,23,4,16,2,4,15,9,10,10
RM112,34,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,1,Laboratory Technician,3,Single," 6,074","? 6,074",5k-10k,1,Yes,24,4,9,3,3,9,7,0,6
RM1291,34,26-35,Yes,Travel_Frequently,Research & Development,4,Life Sciences,4,Male,3,Laboratory Technician,1,Married," 5,346","? 5,346",5k-10k,4,No,17,3,11,3,2,7,1,0,7
RM1354,34,26-35,Yes,Non-Travel,Research & Development,4,Technical Degree,4,Male,1,Research Scientist,1,Married," 2,307","? 2,307",Upto 5k,1,Yes,23,4,5,2,3,5,2,3,0
RM379,34,26-35,Yes,Non-Travel,Sales,3,Marketing,1,Male,4,Sales Executive,4,Single," 5,304","? 5,304",5k-10k,8,Yes,13,3,9,3,2,5,2,0,4
RM416,34,26-35,Yes,Travel_Frequently,Sales,2,Marketing,4,Female,1,Sales Representative,3,Divorced," 2,351","? 2,351",Upto 5k,0,No,16,3,3,3,2,2,2,1,0
RM441,34,26-35,Yes,Travel_Frequently,Human Resources,3,Human Resources,2,Female,3,Human Resources,1,Divorced," 9,950","? 9,950",5k-10k,9,Yes,15,3,11,2,3,3,2,0,2
RM014,34,26-35,No,TravelRarely,Research & Development,2,Medical,2,Male,3,Laboratory Technician,4,Divorced," 2,661","? 2,661",Upto 5k,0,No,11,3,3,2,3,2,2,1,2
RM023,34,26-35,No,TravelRarely,Research & Development,4,Life Sciences,1,Female,3,Research Director,2,Single," 11,994","? 11,994",10k-15k,0,No,11,3,13,4,3,12,6,2,
RM047,34,26-35,No,Non-Travel,Sales,4,Marketing,2,Male,3,Sales Executive,3,Single," 4,568","? 4,568",Upto 5k,0,No,20,4,10,2,3,9,5,8,7
RM085,34,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Male,3,Manufacturing Director,2,Married," 4,325","? 4,325",Upto 5k,1,No,15,3,5,2,3,5,2,1,3
RM1016,34,26-35,No,Travel_Frequently,Research & Development,4,Other,4,Male,3,Research Scientist,1,Divorced," 2,996","? 2,996",Upto 5k,5,No,14,3,10,2,3,4,3,1,3
RM1028,34,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,Laboratory Technician,2,Married," 3,294","? 3,294",Upto 5k,5,No,17,3,7,2,2,5,4,0,2
RM104,34,26-35,No,Travel_Rarely,Research & Development,4,Other,1,Female,3,Research Scientist,3,Single," 4,809","? 4,809",Upto 5k,1,No,14,3,16,3,3,16,13,2,10
RM1049,34,26-35,No,Travel_Rarely,Sales,3,Other,4,Male,1,Sales Executive,1,Single," 4,759","? 4,759",Upto 5k,3,No,18,3,15,2,3,13,9,3,12
RM1056,34,26-35,No,Travel_Frequently,Research & Development,3,Medical,2,Male,3,Research Director,1,Divorced," 17,007","? 17,007",15k+,7,No,14,3,16,3,2,14,8,6,9
RM1085,34,26-35,No,Travel_Rarely,Sales,3,Technical Degree,4,Male,2,Sales Executive,3,Married," 7,083","? 7,083",5k-10k,1,Yes,14,3,10,3,3,10,9,8,6
RM1088,34,26-35,No,Travel_Rarely,Sales,2,Technical Degree,2,Male,3,Sales Representative,3,Married," 2,308","? 2,308",Upto 5k,0,Yes,25,4,12,4,3,11,10,5,7
RM1116,34,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Male,3,Research Scientist,4,Single," 2,972","? 2,972",Upto 5k,1,No,13,3,1,4,1,1,0,0,0
RM1118,34,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,Research Scientist,4,Married," 5,484","? 5,484",5k-10k,9,No,17,3,9,3,2,2,2,2,1
RM1132,34,26-35,No,Travel_Frequently,Research & Development,4,Technical Degree,4,Male,2,Healthcare Representative,3,Married," 5,063","? 5,063",5k-10k,1,No,14,3,8,3,2,8,2,7,7
RM1147,34,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,4,Manufacturing Director,4,Divorced," 4,724","? 4,724",Upto 5k,1,No,13,3,9,3,3,9,7,7,2
RM115,34,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,Research Scientist,2,Divorced," 4,505","? 4,505",Upto 5k,6,No,15,3,12,3,3,1,0,0,0
RM117,34,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Female,2,Manager,1,Single," 11,631","? 11,631",10k-15k,2,No,12,3,14,6,3,11,10,5,8
RM1180,34,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced," 5,433","? 5,433",5k-10k,1,No,12,3,11,2,3,11,8,7,9
RM1209,34,26-35,No,Travel_Rarely,Research & Development,2,Medical,2,Male,2,Laboratory Technician,4,Married," 3,986","? 3,986",Upto 5k,1,No,14,3,15,3,4,15,10,4,13
RM1213,34,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,2,Research Scientist,4,Married," 2,929","? 2,929",Upto 5k,1,No,12,3,10,3,3,10,9,8,7
RM1253,34,26-35,No,Travel_Rarely,Research & Development,4,Medical,4,Male,4,Research Scientist,4,Married," 2,932","? 2,932",Upto 5k,0,Yes,14,3,6,3,3,5,0,1,2
RM1268,34,26-35,No,Non-Travel,Sales,3,Life Sciences,4,Male,3,Sales Executive,3,Divorced," 4,001","? 4,001",Upto 5k,1,Yes,14,3,15,3,3,15,14,0,7
RM1271,34,26-35,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,1,Sales Executive,4,Single," 6,029","? 6,029",5k-10k,5,No,12,3,6,3,3,2,2,2,2
RM1301,34,26-35,No,Travel_Rarely,Sales,2,Technical Degree,2,Male,4,Sales Executive,3,Married," 6,799","? 6,799",5k-10k,1,No,21,4,10,5,3,10,8,4,8
RM1343,34,26-35,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,Sales Executive,4,Married," 9,713","? 9,713",5k-10k,2,Yes,13,3,9,3,3,5,3,1,0
RM1360,34,26-35,No,Travel_Rarely,Sales,1,Medical,4,Female,2,Sales Executive,4,Married," 8,103","? 8,103",5k-10k,3,Yes,12,3,9,3,2,4,2,0,1
RM1369,34,26-35,No,Travel_Frequently,Research & Development,4,Other,3,Male,2,Research Scientist,4,Married," 5,747","? 5,747",5k-10k,1,Yes,15,3,16,3,3,15,10,6,11
RM1385,34,26-35,No,Travel_Rarely,Sales,3,Marketing,1,Male,3,Sales Executive,4,Single," 9,888","? 9,888",5k-10k,1,No,21,4,14,3,2,14,8,2,1
RM1386,34,26-35,No,Travel_Rarely,Sales,4,Medical,4,Male,3,Sales Executive,3,Divorced," 8,628","? 8,628",5k-10k,1,No,18,3,9,2,2,8,7,1,1
RM1447,34,26-35,No,Travel_Rarely,Sales,3,Marketing,4,Female,2,Sales Executive,3,Married," 6,712","? 6,712",5k-10k,1,No,21,4,8,2,3,8,7,1,7
RM1470,34,26-35,No,TravelRarely,Research & Development,3,Medical,2,Male,4,Laboratory Technician,3,Married," 4,404","? 4,404",Upto 5k,2,No,12,3,6,3,4,4,3,1,2
RM160,34,26-35,No,Travel_Frequently,Sales,4,Marketing,3,Female,3,Sales Representative,3,Married," 2,231","? 2,231",Upto 5k,6,No,18,3,6,3,3,4,3,1,2
RM182,34,26-35,No,Travel_Rarely,Research & Development,2,Medical,4,Female,3,Research Scientist,2,Single," 2,311","? 2,311",Upto 5k,2,No,15,3,9,3,3,3,2,1,2
RM189,34,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,2,Manufacturing Director,3,Married," 9,547","? 9,547",5k-10k,1,No,17,3,10,2,2,10,9,1,9
RM203,34,26-35,No,Travel_Frequently,Research & Development,4,Medical,4,Male,3,Research Scientist,3,Divorced," 3,815","? 3,815",Upto 5k,1,Yes,17,3,5,4,4,5,3,2,0
RM248,34,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,Manufacturing Director,1,Married," 5,957","? 5,957",5k-10k,6,No,13,3,13,3,3,11,9,5,9
RM394,34,26-35,No,Non-Travel,Sales,4,Marketing,3,Female,3,Sales Executive,3,Married," 6,538","? 6,538",5k-10k,9,No,15,3,6,3,3,3,2,1,2
RM433,34,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,Research Scientist,3,Divorced," 2,768","? 2,768",Upto 5k,3,No,12,3,14,3,3,7,3,5,7
RM463,34,26-35,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,4,Sales Executive,4,Single," 5,337","? 5,337",5k-10k,1,No,12,3,10,3,3,10,7,5,7
RM482,34,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,2,Research Scientist,4,Married," 3,622","? 3,622",Upto 5k,1,Yes,13,3,6,3,3,6,5,1,3
RM495,34,26-35,No,Travel_Rarely,Sales,3,Technical Degree,3,Female,3,Sales Representative,3,Divorced," 2,579","? 2,579",Upto 5k,1,Yes,18,3,8,3,3,8,2,0,6
RM504,34,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Male,3,Research Scientist,4,Married," 2,691","? 2,691",Upto 5k,1,No,12,3,10,4,2,10,9,8,8
RM525,34,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Female,2,Healthcare Representative,2,Single," 8,621","? 8,621",5k-10k,1,No,14,3,9,3,4,8,7,7,7
RM550,34,26-35,No,Travel_Rarely,Research & Development,2,Medical,2,Female,3,Healthcare Representative,3,Single," 6,142","? 6,142",5k-10k,3,No,11,3,10,2,3,5,1,4,3
RM561,34,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,3,Manufacturing Director,1,Divorced," 5,121","? 5,121",5k-10k,3,No,14,3,7,3,3,0,0,0,0
RM568,34,26-35,No,Travel_Rarely,Sales,3,Other,4,Male,3,Sales Executive,4,Single," 6,274","? 6,274",5k-10k,1,No,22,4,6,5,3,6,5,1,4
RM575,34,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,4,Research Scientist,4,Single," 3,280","? 3,280",Upto 5k,2,No,16,3,10,2,3,4,2,1,3
RM580,34,26-35,No,Travel_Rarely,Research & Development,4,Medical,3,Female,2,Research Scientist,1,Single," 4,381","? 4,381",Upto 5k,1,No,11,3,6,3,3,6,5,1,3
RM584,34,26-35,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,Sales Executive,1,Married," 6,500","? 6,500",5k-10k,5,No,17,3,6,1,3,3,2,1,2
RM607,34,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,2,Research Scientist,4,Single," 2,553","? 2,553",Upto 5k,1,No,16,3,6,3,3,5,2,1,3
RM614,34,26-35,No,Travel_Rarely,Human Resources,2,Human Resources,3,Male,3,Human Resources,4,Married," 3,737","? 3,737",Upto 5k,0,No,19,3,4,1,1,3,2,0,2
RM672,34,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,Laboratory Technician,2,Divorced," 2,008","? 2,008",Upto 5k,1,No,14,3,1,3,3,1,0,1,0
RM758,34,26-35,No,Travel_Rarely,Sales,4,Marketing,2,Male,4,Sales Executive,4,Divorced," 9,725","? 9,725",5k-10k,0,No,11,3,16,2,2,15,1,0,9
RM764,34,26-35,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,Sales Representative,3,Married," 2,220","? 2,220",Upto 5k,1,Yes,19,3,1,2,3,1,1,0,0
RM795,34,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,3,Healthcare Representative,4,Single," 7,756","? 7,756",5k-10k,0,No,17,3,7,1,2,6,2,0,4
RM804,34,26-35,No,Non-Travel,Research & Development,4,Life Sciences,3,Male,2,Research Scientist,4,Married," 2,979","? 2,979",Upto 5k,3,No,17,3,6,2,3,0,0,0,0
RM823,34,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,Manufacturing Director,3,Single," 4,033","? 4,033",Upto 5k,2,No,11,3,5,3,2,3,2,0,2
RM835,34,26-35,No,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,Sales Executive,3,Married," 5,714","? 5,714",5k-10k,1,No,20,4,6,3,2,6,5,1,3
RM848,34,26-35,No,Travel_Frequently,Research & Development,3,Medical,4,Male,2,Healthcare Representative,1,Single," 5,343","? 5,343",5k-10k,0,No,20,4,14,3,3,13,9,4,9
RM907,34,26-35,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,4,Research Scientist,3,Married," 2,585","? 2,585",Upto 5k,0,No,17,3,2,5,2,1,0,0,0
RM918,34,26-35,No,Travel_Rarely,Sales,3,Marketing,3,Female,3,Sales Executive,1,Single," 4,538","? 4,538",Upto 5k,0,Yes,12,3,4,3,3,3,2,0,2
RM921,34,26-35,No,Travel_Frequently,Research & Development,3,Medical,3,Female,3,Laboratory Technician,2,Divorced," 4,444","? 4,444",Upto 5k,4,No,13,3,15,2,4,11,8,5,10
RM924,34,26-35,No,Travel_Frequently,Human Resources,3,Life Sciences,3,Male,2,Human Resources,2,Married," 4,490","? 4,490",Upto 5k,4,No,11,3,14,5,4,10,9,1,8
RM959,34,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced," 8,500","? 8,500",5k-10k,0,No,11,3,10,0,2,9,7,1,6
RM965,34,26-35,No,Travel_Rarely,Sales,2,Medical,3,Female,3,Sales Executive,1,Single," 6,125","? 6,125",5k-10k,1,No,12,3,10,6,4,10,8,9,6
